Domain,Related_CSE,Relation_Score,Match_Types,Status,Notes,Final_URL,HTTP_Status,Title,Favicon_URL,RDAP_Org,RDAP_Registrar,First_Seen_ISO,Lex_URL_Len,Lex_NumDots,Lex_HasDigit,Lex_HasHyphen,Lex_SuspiciousTLD,Domain_Age_Days,Content_CSE_Keyword_Count,Content_Phish_Keyword_Count,Semantic_Score,Favicon_HD
egramswaraj.in,NIC,0.5,Content,related,,https://egramswaraj.in,200,"eGramSwaraj 2025 (ई-ग्राम स्वराज पोर्टल) Panchayat Report, Payment Status, Login @ egramswaraj.gov.in",https://egramswaraj.in/wp-content/uploads/2025/11/icon-150x150.gif,,1636.0,2025-11-11T07:41:33.642698+00:00,14,1,0,0,0,4.0,1,1,0.2284394800662994,22
stmarysbethanyvidyalaya.in,NIC,0.5,Content,related,,https://stmarysbethanyvidyalaya.in,200,InstaCampus College Management Software,https://new.instacampus.tech/images/favicon.ico.png,Edufied Labs LLP,146.0,2025-11-11T07:41:34.592822+00:00,26,1,0,0,0,4.0,1,0,0.3003180623054504,999
entielyprivatelimited.in,NIC,0.5,Content,related,,https://entielyprivatelimited.in,200,Chicchiffon Entiely Private Limited,https://entielyprivatelimited.in/favicon.ico,,1636.0,2025-11-11T07:41:35.011824+00:00,24,1,0,0,0,4.0,1,0,0.218587040901184,999
pranamdental.in,NIC,0.5,Content,related,,https://pranamdental.in,200,Pranam Dental and Maxillofacial Clinic,https://pranamdental.in/favicon.ico,Pinak Pani Kar,801217.0,2025-11-11T07:42:25.260464+00:00,15,1,0,0,0,4.0,1,0,0.2843011021614074,24
retro-roof.in,NIC,0.5,Content,related,,https://retro-roof.com/,200,Home - Retro Roofing Contracting,https://retro-roof.com/wp-content/uploads/2025/10/cropped-RETRO-scaled-1-32x32.png,,,2025-11-11T07:42:27.262274+00:00,13,1,0,1,0,,1,0,0.1747030615806579,30
ishaantrader.co.in,Airtel,0.5,Content,related,,https://ishaantrader.co.in,200,ishaantrader.co.in -,https://ishaantrader.co.in/favicon.ico,,1636.0,2025-11-11T07:43:46.334103+00:00,18,2,0,0,0,4.0,1,0,0.2708439826965332,999
aelva.in,NIC,0.5,Content,related,,https://aelva.in,200,Aelva,https://aelva.in/favicon.ico,,146.0,2025-11-11T07:44:37.868083+00:00,8,1,0,0,0,4.0,1,0,0.2436650842428207,999
laserbydryash.in,NIC,0.5,Content,related,,https://laserbydryash.in,200,"Laser Treatment for Piles, Fissure, Fistula | Dr. Yash Bhargava | Kota",https://i0.wp.com/laserbydryash.in/wp-content/uploads/2025/11/cropped-generated-image-4.jpg?fit=32%2C32&ssl=1,,1647.0,2025-11-11T07:44:37.899837+00:00,16,1,0,0,0,4.0,1,0,0.209759384393692,24
gangaenterprises.in,NIC,0.5,Content,related,,https://gangaenterprises.in,200,Jaquar Service Center in Udaipur - Ganga Enterprises,http://gangaenterprises.in/wp-content/uploads/2025/11/GANGA-Enterprises-logo-1.png,Ganga Enterprises,146.0,2025-11-11T07:44:38.088000+00:00,19,1,0,0,0,4.0,1,0,0.2033713608980178,26
shriwalya.in,NIC,1.0,RDAP,related,,https://shriwalya.in,200,Home,"data:;base64,iVBORw0KGgo=",BENIWAL ORGANICS,1636.0,2025-11-11T07:44:38.831990+00:00,12,1,0,0,0,4.0,0,0,0.2146682739257812,999
dvtools.in,NIC,0.5,Content,related,,https://dvtools.in,200,DvTools - 67+ Free Developer Tools | Ultimate Developer Toolkit,https://dvtools.in/favicon.ico,DotaskAI,146.0,2025-11-11T07:44:39.148027+00:00,10,1,0,0,0,4.0,1,2,0.1216747015714645,28
akmotorsbangalore.in,NIC,0.5,Content,related,,https://akmotorsbangalore.in,200,Trusted Bike Repair in Bengaluru - AK Motors | Ak Motors Bangalore ,"data:;base64,iVBORw0KGgo=",New Trends,146.0,2025-11-11T07:44:53.857189+00:00,20,1,0,0,0,4.0,1,0,0.1406593322753906,999
wikiedu.in,NIC,0.5,Content,related,,https://wikiedu.in,200,"WikiEdu India — Educational Encyclopedia | Colleges, Universities & Institutions",https://wikiedu.in/favicon.png,,1636.0,2025-11-11T07:45:27.306085+00:00,10,1,0,0,0,4.0,1,0,0.238945335149765,20
miraclesforhope.in,NIC,0.5,Content,related,,https://miraclesforhope.in,200,Miracles For Hope -,https://miraclesforhope.in/wp-content/uploads/2025/10/cropped-CBS-ParaNursing-College-32x32.jpg,,1636.0,2025-11-11T07:45:27.994582+00:00,18,1,0,0,0,4.0,1,0,0.0952868983149528,26
premjithmathew.co.in,PNB,0.5,Content,related,,https://www.premjithmathew.co.in/,200,after - the memory space ,https://www.premjithmathew.co.in/favicon.ico,Self,146.0,2025-11-11T07:45:36.005548+00:00,20,2,0,0,0,4.0,1,0,0.3429055511951446,22
nishatpay.in,NIC,0.5,Content,related,,https://nishatpay.in,200,Nishat Bio Organics  ::  Login,https://nishatpay.in/favicon.ico,na,801409.0,2025-11-11T07:45:42.748615+00:00,12,1,0,0,0,4.0,1,1,0.3616368174552917,26
nalankan.in,NIC,0.5,Content,related,,https://nalankan.in,200,"
  nalankan.in
",https://nalankan.in/favicon.ico,Dropshipping store,146.0,2025-11-11T07:45:58.904990+00:00,11,1,0,0,0,4.0,1,0,0.2856667041778564,999
acfwb.in,NIC,0.5,Content,related,,https://www.acfwb.in/,200,.,https://www.acfwb.in/favicon.ico,,146.0,2025-11-11T07:45:59.578502+00:00,8,1,0,0,0,4.0,1,0,0.4150082767009735,26
srilakshmibatteryshop.in,NIC,0.5,Content,related,,https://srilakshmibatteryshop.in,200,Battery Shop In Electronic City | Trusted Battery Experts in Bangalore | Sri Lakshmi Battery Shop,"https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=16,h=16,fit=crop,f=png/E0l2MAA0CcNdrhry/red-black-modern-and-minimalist-electrical-energy-logo-NUN9x8hqpH5vSMDT.png",welix digital,1636.0,2025-11-11T07:46:18.340817+00:00,24,1,0,0,0,4.0,1,0,0.2771240174770355,24
ladakhnotebook.in,NIC,1.0,RDAP,related,,https://ladakhnotebook.in,200,Home,"data:;base64,iVBORw0KGgo=",AGULA ELECTRONIC SALES AND SERVICE,1636.0,2025-11-11T07:46:19.799068+00:00,17,1,0,0,0,4.0,0,0,0.2710792422294616,999
blumoracart.in,NIC,0.5,Content,related,,https://www.blumoracart.in/,200,"
      BlumoraCart | Your One-Stop Online Store for Everything You Need
 – BlumoreCart",https://www.blumoracart.in/cdn/shop/files/bluemorakartlogo-removebg-preview.png?crop=center&height=32&v=1761759191&width=32,,,2025-11-11T07:46:24.101909+00:00,14,1,0,0,0,,1,1,0.1458982825279235,22
wabaconnect.in,NIC,0.5,Content,related,,https://wabaconnect.com,200,Waba WhatsApp Business API Providers – WABA Connect,https://wabaconnect.com/wp-content/uploads/2024/03/cropped-wba_logo_iocn-32x32.png,,,2025-11-11T07:46:55.456299+00:00,14,1,0,0,0,,1,0,0.2488879859447479,26
roservicehelpline.co.in,NIC,0.5,Content,related,,https://roservicehelpline.co.in,200,Trusted RO Service In Delhi NCR | Affordable Repair For All RO Brands,https://roservicehelpline.co.in/assets/images/fav-icon/icon.png,Priya Arora,801217.0,2025-11-11T07:48:44.534935+00:00,23,2,0,0,0,4.0,1,0,0.2519481182098388,30
thelaturprint.in,NIC,0.5,Content,related,,https://thelaturprint.in,200,News Service,https://thelaturprint.in/favicon.ico,,,2025-11-11T07:48:48.988410+00:00,16,1,0,0,0,,1,2,0.2296065390110016,24
geetakhannalabel.co.in,PNB,0.5,Content,related,,https://geetakhannalabel.co.in,200,Geeta khannalabel - geetakhannalabel.co.in,https://geetakhannalabel.co.in/favicon.ico,,1636.0,2025-11-11T07:49:12.693006+00:00,22,2,0,0,0,4.0,1,0,0.18508081138134,999
klminstitute.in,SBI,0.5,Content,related,,https://klminstitute.in,200,KLM Institute -,https://klminstitute.in/favicon.ico,,1636.0,2025-11-11T07:49:32.162105+00:00,15,1,0,0,0,4.0,1,1,0.3132464289665222,999
admissionalert.in,NIC,0.5,Content,related,,https://admissionalert.in,200,"AdmissionAlert.in - Latest Updates on UG, PG, School Admissions, Scholarships & Education News in India",https://admissionalert.in/wp-content/uploads/2023/08/cropped-Admission-Alert-32x32.png,,1636.0,2025-11-11T07:50:07.262352+00:00,17,1,0,0,0,4.0,1,0,0.2922313809394836,22
varavetcare.in,NIC,0.5,Content,related,,https://varavetcare.in,200,Vara Vet Clinic,https://magicai-images.s3.amazonaws.com/logo_of_https___menucards.s3.ap-south-1.amazonaws.com_user_delivery_confirmation_android-ChattyBao-img-MermglbRCtvCgyvZdDQ8Yi-1761722878.jpg_cdb70e00-b498-11f0-b26f-9f4b6c804e94.png,Chattybao,801217.0,2025-11-11T07:50:07.325096+00:00,14,1,0,0,0,4.0,1,1,0.2235423773527145,22
happy32.in,NIC,0.5,Content,related,,https://www.happy32.in/,200,"Happy 32 - Multispecialty Dental Clinic | Dr. Ganesh Kumar G, BDS",https://www.happy32.in/favicon.ico,PubliqWebb Tech Private Limited,146.0,2025-11-11T07:50:08.166816+00:00,10,1,1,0,0,4.0,1,0,0.2403525114059448,24
shreekrishnagasservice.in,NIC,0.5,Content,related,,https://www.shreekrishnagasservice.in/,200,Home - Shree Krishna Gas Service,https://www.shreekrishnagasservice.in/wp-content/uploads/2025/11/cropped-Balaji-2-32x32.png,Priya Digital Marketing & Web Development,146.0,2025-11-11T07:50:13.561153+00:00,25,1,0,0,0,4.0,1,1,0.2068844735622406,24
kolhapurforest.in,NIC,0.5,Content,related,,https://kolhapurforest.in,200,Kolhapur Forest - Official Website,https://kolhapurforest.in/assets/img/logo/favicon.png,,,2025-11-11T07:51:19.983796+00:00,17,1,0,0,0,,1,0,0.1303698271512985,999
ramada-by-wyndham.co.in,NIC,0.5,Content,related,,https://ramada-by-wyndham.co.in,200,Ramada By Wyndham,https://ramada-by-wyndham.co.in/favicon.ico,ramada,1636.0,2025-11-11T07:51:35.178881+00:00,23,2,0,1,0,4.0,1,1,0.2842110395431518,999
ganpaticottonudyog.co.in,Airtel,0.5,Content,related,,https://ganpaticottonudyog.co.in,200,ganpaticottonudyog.co.in -,https://ganpaticottonudyog.co.in/favicon.ico,,1636.0,2025-11-11T07:52:11.740815+00:00,24,2,0,0,0,3.0,1,1,0.2622164785861969,999
bflux.in,NIC,0.5,Content,related,,https://bflux.in,200,B-FLUX - Business Technology Consulting | IT Services | Enterprise Solutions  ,https://bflux.in/images/favicon.ico,,,2025-11-11T07:52:19.415078+00:00,8,1,0,0,0,,1,0,0.217460498213768,26
wheystation.in,NIC,0.5,Content,related,,https://wheystation.in,200,Home - wheystation.in,https://wheystation.in/favicon.ico,,1636.0,2025-11-11T07:52:30.894607+00:00,14,1,0,0,0,3.0,1,0,0.2332072407007217,999
melanin.in,NIC,0.5,Content,related,,https://melanin.in,200,Melanin Aesthetic Clinic,https://melanin.in/favicon.ico,Itorix Infotech LLP,146.0,2025-11-11T07:52:58.991510+00:00,10,1,0,0,0,3.0,1,0,0.206441044807434,999
kalayatantech.in,NIC,0.5,Content,related,,https://kalayatantech.in,200,Home - KALAYATAN TECH LTD,https://kalayatantech.in/wp-content/uploads/2025/11/imageedit_6_6008155869-100x100.png,,146.0,2025-11-11T07:53:00.181922+00:00,16,1,0,0,0,3.0,1,0,0.1268617510795593,26
saisecurity.co.in,NIC,1.0,RDAP,related,,https://saisecurity.co.in,200,saisecurity.co.in,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4KPCEtLSBHZW5lcmF0b3I6IEFkb2JlIElsbHVzdHJhdG9yIDIxLjAuMCwgU1ZHIEV4cG9ydCBQbHVnLUluIC4gU1ZHIFZlcnNpb246IDYuMDAgQnVpbGQgMCkgIC0tPgo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IkxheWVyXzEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4IgoJIHZpZXdCb3g9IjAgMCA4OCAxMDIuMiIgc3R5bGU9ImVuYWJsZS1iYWNrZ3JvdW5kOm5ldyAwIDAgODggMTAyLjI7IiB4bWw6c3BhY2U9InByZXNlcnZlIj4KPHN0eWxlIHR5cGU9InRleHQvY3NzIj4KCS5zdDB7ZmlsbDojMDY4MkI0O30KCS5zdDF7ZmlsbDojMzFCN0U5O30KCS5zdDJ7ZmlsbDpub25lO30KPC9zdHlsZT4KPGc+Cgk8Zz4KCQk8Zz4KCQkJPHBvbHlnb24gY2xhc3M9InN0MCIgcG9pbnRzPSI4OCw1Mi42IDg4LDUyLjYgMzguNCwzIDI0LjIsMTcuMiA1OS43LDUyLjYgMjQuMyw4OCAzOC40LDEwMi4yIAkJCSIvPgoJCTwvZz4KCQk8Zz4KCQkJPHBvbHlnb24gY2xhc3M9InN0MSIgcG9pbnRzPSI4NSw0OS42IDg1LDQ5LjYgMzUuNCwwIDIxLjIsMTQuMiA1Ni43LDQ5LjYgMjEuMyw4NSAzNS40LDk5LjIgCQkJIi8+CgkJPC9nPgoJPC9nPgoJPGxpbmUgY2xhc3M9InN0MiIgeDE9IjQwLjMiIHkxPSIxMDMuOCIgeDI9IjkwLjEiIHkyPSI1NC4yIi8+Cgk8Zz4KCQk8cG9seWxpbmUgY2xhc3M9InN0MCIgcG9pbnRzPSIxMC41LDc0LjQgMTQuMSw3OCA0Mi40LDQ5LjYgMzguNyw0NS44IAkJIi8+CgkJPHBvbHlsaW5lIGNsYXNzPSJzdDEiIHBvaW50cz0iMzguNyw0NS45IDE0LjIsMjEuMyAwLDM1LjQgMTQuMiw0OS42IDAsNjMuOCAxMC42LDc0LjQgCQkiLz4KCTwvZz4KPC9nPgo8L3N2Zz4K",SAI ELECTRONICS,146.0,2025-11-11T07:53:44.029487+00:00,17,2,0,0,0,3.0,0,0,0.4016507863998413,999
omniblocks.in,NIC,0.5,Content,related,,https://omniblocks.in,200,Home - omniblocks,https://omniblocks.in/wp-content/uploads/2025/11/cropped-file__2_-removebg-preview-32x32.png,OmniBlocks Technologies Pvt Ltd,1636.0,2025-11-11T07:53:45.815912+00:00,13,1,0,0,0,3.0,1,0,0.2961768507957458,18
vivekmyink.in,NIC,0.5,Content,related,,https://vivekmyink.in,200,Dr. Vivek Vardhan Shrivastava,https://vivekmyink.in/favicon.ico,,146.0,2025-11-11T07:53:47.689534+00:00,13,1,0,0,0,3.0,1,0,0.2398993223905563,999
knrglobalsolutions.co.in,NIC,0.5,Content,related,,https://knrglobalsolutions.co.in,200,Our Services,https://knrglobalsolutions.co.in/assets/images/favicon.png,,,2025-11-11T07:53:49.765719+00:00,24,2,0,0,0,,1,0,0.2337208986282348,22
mybagcollection.in,NIC,0.5,Content,related,,https://mybagcollection.in/?v=674f83e119a5,200,Home - mybagcollection.in,https://mybagcollection.in/wp-content/uploads/2025/11/cropped-ChatGPT-Image-Nov-7-2025-04_27_46-PM-32x32.png,,,2025-11-11T07:53:50.760013+00:00,18,1,0,0,0,,1,0,0.1651811599731445,28
badabrokers.in,NIC,1.0,RDAP,related,,https://badabrokers.in,200,Parked Domain name on Hostinger DNS system,https://badabrokers.in/favicon.ico,SAVI Communications Pvt Ltd,1636.0,2025-11-11T07:54:05.291757+00:00,14,1,0,0,0,3.0,0,0,0.2856897115707397,999
ranalaptopreseller.in,NIC,0.5,Content,related,,https://ranalaptopreseller.in,200,Rana Laptop Reseller,https://ranalaptopreseller.in/wp-content/uploads/2025/10/cropped-WhatsApp-Image-2025-10-28-at-13.12.44-32x32.png,,,2025-11-11T07:54:06.679646+00:00,21,1,0,0,0,,1,0,0.1911457479000091,24
uxteam.co.in,NIC,0.5,Content,related,,https://ux.team/,200,UI UX Design Agency & Consulting Services | UXTeam,https://ux.team/wp-content/uploads/2022/12/cropped-screenshot-32x32.png,RJ,1068.0,2025-11-11T07:54:23.798993+00:00,12,2,0,0,0,3.0,1,0,0.4114655554294586,22
storebazar.in,NIC,0.5,Content,related,,https://storebazar.in,200,"
      Storebazar
",https://storebazar.in/cdn/shop/files/store-removebg-preview.png?crop=center&height=32&v=1761972843&width=32,OTS DG Solution,146.0,2025-11-11T07:54:44.590706+00:00,13,1,0,0,0,3.0,1,0,0.1957124918699264,26
trumpresidences-gurgaon.in,NIC,0.5,Content,related,,https://trumpresidences-gurgaon.in,200,Trump Residences Sector 69 Gurgaon – Ultra-Luxury Homes by The Trump Organization,https://trumpresidences-gurgaon.in/index.php,,801217.0,2025-11-11T07:54:48.923834+00:00,26,1,0,1,0,3.0,1,2,0.0724733546376228,999
payzis.co.in,IRCTC,0.5,Content,related,,https://payzis.co.in,200,PAYZIS SOLUTIONS PRIVATE LIMITED,https://payzis.co.in/assets/images/favicon.png,iPaymnt Tech Private Limited,146.0,2025-11-11T07:54:48.950814+00:00,12,2,0,0,0,3.0,1,1,0.2122225761413574,999
landmarkdigital.co.in,NIC,0.5,Content,related,,https://www.landmarkgroup.com/ae/en/home,200,The Middle East's Leader in Retail & Hospitality | Landmark Group,https://www.landmarkgroup.com/ae/themes/lmg/favicon.ico,,,2025-11-11T07:56:14.958404+00:00,21,2,0,0,0,,1,0,0.1418240070343017,22
dietnalanda.in,SBI,0.5,Content,related,,https://dietnalanda.in,200,DIET News -,https://dietnalanda.in/wp-content/uploads/2025/11/cropped-DIET-News-32x32.jpg,,146.0,2025-11-11T07:56:37.878186+00:00,14,1,0,0,0,3.0,1,1,0.2713761329650879,24
alfapublicschool.in,NIC,0.5,Content,related,,https://alfapublicschool.in,200,Home - Alfa public school,https://alfapublicschool.in/wp-content/uploads/2024/12/cropped-cropped-alfa-school-logo-1-32x32.png,alfa public school,1636.0,2025-11-11T07:56:52.231528+00:00,19,1,0,0,0,3.0,1,0,0.2582810521125793,26
purohit-computers.in,NIC,0.5,Content,related,,https://purohit-computers.in,200,Purohit Computers,https://purohit-computers.in/favicon/favicon.ico,Chattybao,801217.0,2025-11-11T07:56:53.166936+00:00,20,1,0,1,0,3.0,1,1,0.3319664597511291,28
piacademy.in,NIC,0.5,Content,related,,https://piacademy.in,200,Aviator Game: Official Website for Playing Crash Games in India,https://piacademy.in/wp-content/uploads/2025/11/favicon.png,,1647.0,2025-11-11T07:57:09.011765+00:00,12,1,0,0,0,3.0,1,0,0.1440900564193725,24
kohinoorinternational.co.in,NIC,0.5,Content,related,,https://kohinoorinternational.co.in,200,"Wholesale Basmati Rice Trader in Hyderabad, India",https://kohinoorinternational.co.in/favicon.ico,Yes Domain,3862.0,2025-11-11T07:57:09.033739+00:00,27,2,0,0,0,3.0,1,0,0.171195313334465,999
yogasree.in,NIC,0.5,Content,related,,https://yogasree.in,200,Home,https://yogasree.in/favicon.ico,Media creative consultants pvt ltd ,802335.0,2025-11-11T07:57:12.114740+00:00,11,1,0,0,0,3.0,1,0,0.1766924858093261,999
mcrohtak.in,NIC,0.5,Content,related,,https://mcrohtak.in,200,Home | Municipal Corporation Rohtak,https://mcrohtak.in/sites/default/files/MC%20Rohtak_0.jpg,,801217.0,2025-11-11T07:57:49.663137+00:00,11,1,0,0,0,3.0,1,0,0.3198326230049133,26
kdglobals.in,SBI,0.5,Content,related,,https://kdglobals.in,200,KD Globals -,https://kdglobals.in/wp-content/uploads/2025/11/cropped-k-32x32.png,,1636.0,2025-11-11T07:58:21.432973+00:00,12,1,0,0,0,3.0,1,1,0.1525381505489349,22
srivatech.in,NIC,0.5,Content,related,,https://srivatech.in,200,Yogi Vemana University | YVU,https://srivatech.in/assets/images/favicon.ico,-,801217.0,2025-11-11T07:58:22.853571+00:00,12,1,0,0,0,3.0,1,0,0.1576423794031143,26
digitalnewsbulletin.in,NIC,0.5,Content,related,,https://digitalnewsbulletin.in,200,"DIGITAL NEWS BULLETIN.IN – Top National & International News Of Politics, Sports, Share Market & Entertainment",https://digitalnewsbulletin.in/favicon.ico,news broadcasting service,801409.0,2025-11-11T07:58:23.387818+00:00,22,1,0,0,0,3.0,1,2,0.2564904987812042,999
bollywooddigitalnews.in,NIC,0.5,Content,related,,https://www.bollywooddigitalnews.in/,200,"BOLLYWOODDIGITALNEWS.IN | Top National & International News Of Politics, Sports, Share Market & Entertainment",http://www.bollywooddigitalnews.in/wp-content/themes/NewsZone/images/favicon.png,,,2025-11-11T07:58:23.432893+00:00,23,1,0,0,0,,1,2,0.2254497110843658,24
becozlifematters.in,ICICI,0.5,Content,related,,https://becozlifematters.in,200,Archana Phaltankar - Insurance & Financial Planning Expert | Becoz Life Matters,https://becozlifematters.in/favicon.ico?favicon.8d15c636.ico,,,2025-11-11T07:58:23.500281+00:00,19,1,0,0,0,,2,0,0.1732973456382751,22
trustedimran.in,IRCTC,0.5,Content,related,,https://trustedimran.in,200,Trusted Imran. - Premium IRCTC Accounts,https://trustedimran.in/favicon.ico,,1636.0,2025-11-11T07:58:37.332114+00:00,15,1,0,0,0,3.0,1,0,0.2239397168159485,999
aisuno.in,NIC,0.5,Content,related,,https://aisuno.in,200,aisuno.in,https://aisuno.in/wp-content/uploads/2025/11/Ai-Suno-150x150.png,Rehoboth and Co,1636.0,2025-11-11T07:58:37.426703+00:00,9,1,0,0,0,3.0,1,0,0.4243237972259521,26
airtelxstreamfiberconnectionbhopal.in,Airtel,2.5,"Content,RDAP,URL",related,,https://airtelxstreamfiberconnectionbhopal.in,200,Airtel Xstream Fiber Internet in Bhopal | Airtel Xstream Fiber Internet Broadband Connection Bhopal,"data:;base64,iVBORw0KGgo=",Airtel Xstream Fiber Internet Broadband Connection Bhopal,1636.0,2025-11-11T07:58:38.100283+00:00,37,1,0,0,0,3.0,1,0,0.5544533133506775,999
quickwebnews.in,NIC,0.5,Content,related,,https://www.quickwebnews.in/,200,,https://www.quickwebnews.in/favicon.ico,,,2025-11-11T07:58:40.172108+00:00,15,1,0,0,0,,1,1,0.2374429851770401,999
pnrrealty.in,NIC,0.5,Content,related,,https://pnrrealty.in,200,PNR Realty -,https://pnrrealty.in/wp-content/uploads/2025/10/cropped-CBS-ParaNursing-College-32x32.jpg,,1636.0,2025-11-11T07:59:33.662982+00:00,12,1,0,0,0,3.0,1,0,0.4039804637432098,26
sahiltiwari.in,NIC,0.5,Content,related,,https://www.sahiltiwari.in/,200,"
      Sahil Tiwari - Software Developer | Full Stack Developer Portfolio
    ",https://www.sahiltiwari.in/favicon.ico,,,2025-11-11T08:00:20.009198+00:00,14,1,0,0,0,,1,0,0.2854350805282593,26
hotelroyalgarudapalace.in,NIC,0.5,Content,related,,https://hotelroyalgarudapalace.in,200,"Hotel Royal Garuda Palace | Affordable Luxury Hotel near Tumkur Road, Bangalore",https://hotelroyalgarudapalace.in/favicon.ico,Nak,801217.0,2025-11-11T08:00:20.063774+00:00,25,1,0,0,0,3.0,1,0,0.171971708536148,999
ricefield.in,NIC,0.5,Content,related,,https://ricefield.in,200,Rice Field - Rice Shop Website,https://ricefield.in/img/favicon.ico,Ricefieldin,1636.0,2025-11-11T08:02:15.451116+00:00,12,1,0,0,0,3.0,1,0,0.1138198748230934,999
radheranienterprise.co.in,Airtel,0.5,Content,related,,https://radheranienterprise.co.in,200,radheranienterprise.co.in -,https://radheranienterprise.co.in/wp-content/uploads/2025/11/cropped-Hostinger-1329545820965555584-150x150.png,,1636.0,2025-11-11T08:02:42.777501+00:00,25,2,0,0,0,3.0,1,0,0.1298103034496307,24
karolikonnect.co.in,NIC,1.0,RDAP,related,,http://www.karolikonnect.co.in/,200,index2,http://www.karolikonnect.co.in/favicon.ico,Arnica Kumari,801217.0,2025-11-11T08:03:13.273130+00:00,19,2,0,0,0,3.0,0,0,0.2908268272876739,999
abrmotors.in,NIC,0.5,Content,related,,https://abrmotors.in,200,"ABR MOTORS - All kinds of two-wheeler services,nearby mechanic",https://abrmotors.in/favicon.png,,1636.0,2025-11-11T08:03:39.503883+00:00,12,1,0,0,0,3.0,1,0,0.1966253668069839,30
akshayamwellness.co.in,NIC,0.5,Content,related,,https://www.akshayamwellness.co.in/,200,Akshayam Wellness,https://www.akshayamwellness.co.in/favicon.ico,,146.0,2025-11-11T08:04:21.887254+00:00,22,2,0,0,0,3.0,1,0,0.2664693593978882,999
hemtaxiservice.in,NIC,0.5,Content,related,,https://hemtaxiservice.in,200,"Reliable Taxi Service in Bhowali, Uttarakhand | Hem Taxi Services","data:;base64,iVBORw0KGgo=",,1636.0,2025-11-11T08:04:22.040738+00:00,17,1,0,0,0,3.0,1,0,0.2059032618999481,999
hillsharvest.in,NIC,0.5,Content,related,,https://hillsharvest.in,200,Home - Hillsharvest,https://i0.wp.com/hillsharvest.in/wp-content/uploads/2025/11/cropped-Hills-Harvest-Organic.png?fit=32%2C32&ssl=1,Kapil,801217.0,2025-11-11T08:04:31.820224+00:00,15,1,0,0,0,3.0,1,0,0.1172372251749038,26
sakthiconsultancy.in,SBI,0.5,Content,related,,https://sakthiconsultancy.in,200,Sakthi Consultancy - Sakthi Consultancy,https://sakthiconsultancy.in/wp-content/uploads/2025/11/cropped-Untitled-design-21-32x32.png,,1636.0,2025-11-11T08:04:50.806435+00:00,20,1,0,0,0,3.0,1,0,0.0591362789273262,26
sharathreddy.in,NIC,0.5,Content,related,,https://sharathreddy.in,200,SarathChandra Mandadi — AI/ML Development,https://sharathreddy.in/favicon.ico,not applicable,146.0,2025-11-11T08:04:51.120195+00:00,15,1,0,0,0,3.0,1,0,0.1949012875556945,999
sribalajidrainagecleaningservice.in,NIC,0.5,Content,related,,https://sribalajidrainagecleaningservice.in,200,Expert Drain Cleaning Service - Effortless Cleanliness for a Healthy Home,https://sribalajidrainagecleaningservice.in/images/16x16/20723890/1000135592-removebg-preview-D7kZxUWM_9z0yJ2H_RPFKA-1sPnJMkBdHS4V9T5F2k-HA.png,,106.0,2025-11-11T08:06:26.263820+00:00,35,1,0,0,0,3.0,1,0,0.2343952357769012,26
planetsales.in,NIC,1.0,RDAP,related,,https://planetsales.in,200,Default page,https://hpanel.hostinger.com/favicons/hostinger.png,Toorant Communications,1636.0,2025-11-11T08:06:41.394627+00:00,14,1,0,0,0,2.0,0,0,0.0972247421741485,26
kukumart.in,NIC,0.5,Content,related,,https://kukumart.in/password,200,KukuMart,https://kukumart.in/cdn/shop/files/kuku_2.png?crop=center&height=32&v=1762745692&width=32,,1636.0,2025-11-11T08:06:57.080120+00:00,11,1,0,0,0,2.0,1,2,0.3385690748691559,26
sudhamrutam.in,NIC,1.0,RDAP,related,,https://sudhamrutam.in,200,Parked Domain name on Hostinger DNS system,https://sudhamrutam.in/favicon.ico,whitewarbler communication,1636.0,2025-11-11T08:06:57.650082+00:00,14,1,0,0,0,2.0,0,0,0.258955717086792,999
allureaesthetic.in,NIC,0.5,Content,related,,http://www.allureaesthetic.in/,200,Beauty and Cosmetics Treatment Clinic in Paschim Vihar Delhi,http://www.allureaesthetic.in/,,801217.0,2025-11-11T08:07:25.561714+00:00,18,1,0,0,0,2.0,1,0,0.1087415963411331,999
caxton.in,NIC,0.5,Content,related,,https://caxton.in,200,Caxton -,https://caxton.in/wp-content/uploads/2025/11/cropped-Caxton-32x32.png,,146.0,2025-11-11T08:07:26.236291+00:00,9,1,0,0,0,2.0,2,1,0.3318600654602051,28
stackleaf.in,NIC,0.5,Content,related,,https://www.stackleaf.in,200,StackLeaf,https://www.stackleaf.in/favicon.ico,,,2025-11-11T08:07:32.686433+00:00,12,1,0,0,0,,1,0,0.2130981832742691,26
shreerenukambaenterprises.in,NIC,0.5,Content,related,,https://www.shreerenukambaenterprises.in/,200,Shree Renukamba Enterprises Mangalore,https://www.shreerenukambaenterprises.in/img/favicon.png,Infinite Technologies,1636.0,2025-11-11T08:07:53.713341+00:00,28,1,0,0,0,2.0,1,0,0.1657964289188385,24
