url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,digit_ratio,num_special,num_question,num_equal,num_dollar,num_exclamation,num_hashtag,num_percent,repeated_digits_url,domain_length,num_hyphens_domain,num_special_domain,has_special_domain,subdomain_count,avg_subdomain_len,subdomain_hyphen,subdomain_repeated_digits,entropy_url,entropy_domain,https,has_ip_host,is_related_to_cse,html_length,num_links,external_links_ratio,num_forms,has_login_form,num_scripts,num_iframes,title_length,meta_keyword_match,favicon_match_cse,favicon_distance,label,source
10,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.3219280948873626,3.3219280948873626,0,0,1,6177.0,12.0,0.9999991666673611,0.0,0.0,5.0,1.0,22.0,1.0,,999,0,whitelist
8,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,8,0,0,0,0,0.0,0,0,2.5,2.5,0,0,1,1171.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,,999,1,PS02_Training_set.xlsx
20,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,13,0,0,0,0,0.0,0,0,4.021928094887363,3.546593564294939,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
18,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.3921472236645345,2.7321588913645702,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
26,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,19,0,0,0,0,0.0,0,0,3.7671834678914613,3.326360407952694,0,0,0,138280.0,136.0,0.8897058169333958,2.0,0.0,21.0,0.0,15.0,0.0,,999,0,whitelist
26,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,19,0,0,0,0,0.0,0,0,3.825251737288651,3.471354487013929,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
15,1,0,0,2,3,0.19999986666675557,1,0,0,0,0,0,0,1,8,0,0,0,0,0.0,0,0,3.640223928941852,3.0,0,0,0,21010.0,87.0,0.8620688664288659,0.0,0.0,3.0,0.0,5.0,0.0,,999,0,whitelist
20,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,13,0,0,0,0,0.0,0,0,3.484183719779189,3.180832987205441,0,0,0,183669.0,47.0,0.27659568583070515,2.0,0.0,49.0,1.0,59.0,0.0,,999,0,whitelist
23,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,16,0,0,0,0,0.0,0,0,3.7081320646586016,3.202819531114783,0,0,0,100354.0,112.0,0.9196427750318951,4.0,0.0,25.0,0.0,10.0,0.0,ICICI,24,0,whitelist
31,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0,0,4.0022680844408445,3.7720552088742005,0,0,0,45036.0,110.0,0.94545445950414,1.0,1.0,25.0,0.0,51.0,0.0,NIC,30,0,whitelist
22,1,1,0,2,0,0.0,1,0,0,0,0,0,0,0,15,1,0,0,0,0.0,0,0,4.095795255000934,3.640223928941852,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
16,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0,0,3.452819531114783,2.94770277922009,0,0,0,32024.0,36.0,0.0833333101851916,1.0,0.0,16.0,0.0,47.0,0.0,NIC,30,0,whitelist
18,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.4613201402110083,2.913977073182752,0,0,0,90567.0,132.0,0.4924242051193784,1.0,0.0,32.0,1.0,60.0,1.0,,999,0,whitelist
32,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0,0,4.125,3.9238561897747246,0,0,0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,999,0,whitelist
25,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,18,0,0,0,0,0.0,0,0,3.7034651896016473,3.239097917988786,0,0,0,80626.0,708.0,0.007062146792907531,1.0,0.0,6.0,0.0,69.0,0.0,,999,0,whitelist
37,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0,0,3.94580775746237,3.7735572622751854,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
16,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0,0,3.5,2.94770277922009,0,0,0,255763.0,92.0,0.7391303544423528,3.0,0.0,29.0,1.0,52.0,0.0,,999,0,whitelist
18,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.614369445886757,3.095795255000934,0,0,0,52669.0,46.0,0.8695650283554286,0.0,0.0,20.0,0.0,24.0,0.0,,999,0,whitelist
16,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0,0,3.327819531114783,2.94770277922009,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
17,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.616874605956222,2.9219280948873623,0,0,0,2894.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,,999,0,whitelist
21,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,14,0,0,0,0,0.0,0,0,3.594465636961452,3.0391486719030705,0,0,0,534078.0,332.0,0.0542168658368414,5.0,1.0,57.0,1.0,118.0,0.0,,999,0,whitelist
33,1,0,0,2,2,0.06060604224059325,1,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0,0,4.135303210267544,3.979097891134805,0,0,0,498820.0,98.0,0.8877550114535703,2.0,0.0,24.0,0.0,32.0,0.0,,999,0,whitelist
24,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,17,0,0,0,0,0.0,0,0,3.8035088547976783,3.381580488309163,0,0,0,6815.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,,999,0,whitelist
27,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0,0,4.060262039120377,3.584183719779189,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
22,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,15,0,0,0,0,0.0,0,0,3.8796640049025943,3.323231428797621,0,0,0,50854.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,,999,0,whitelist
19,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.6818808028034025,3.2516291673878226,0,0,0,6470.0,0.0,0.0,0.0,0.0,7.0,1.0,17.0,0.0,,999,0,whitelist
14,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,7,0,0,0,0,0.0,0,0,3.2359263506290326,2.521640636343318,0,0,0,24792.0,375.0,0.9999999733333341,0.0,0.0,1.0,0.0,105.0,0.0,,999,0,whitelist
18,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.5724312513221195,3.095795255000934,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
19,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.5766176449086657,3.0220552088742005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
22,1,1,0,2,0,0.0,1,0,0,0,0,0,0,0,15,1,0,0,0,0.0,0,0,3.970573095811685,3.456564762130954,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
20,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,13,0,0,0,0,0.0,0,0,3.541446071165522,3.180832987205441,0,0,0,7586.0,2.0,0.0,0.0,0.0,14.0,0.0,41.0,0.0,,999,0,whitelist
28,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,21,0,0,0,0,0.0,0,0,3.7089660826946234,3.3087513512471665,0,0,0,283646.0,132.0,0.8863635692148811,0.0,0.0,43.0,1.0,41.0,0.0,ICICI,24,0,whitelist
25,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,18,0,0,0,0,0.0,0,0,3.863465189601647,3.5724312513221195,0,0,0,133545.0,148.0,0.9391891257304644,3.0,0.0,54.0,1.0,28.0,0.0,,999,0,whitelist
20,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,13,0,0,0,0,0.0,0,0,3.584183719779189,3.238901256602631,0,0,0,139093.0,13.0,0.9999992307698226,0.0,0.0,26.0,0.0,49.0,0.0,ICICI,30,0,whitelist
18,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.5032583347756456,2.913977073182752,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
17,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.572469458770135,2.8464393446710154,0,0,0,2027.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,SBI,28,0,whitelist
27,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0,0,4.060262039120377,3.784183719779189,0,0,0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,999,0,whitelist
29,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0,0,3.741962789037907,3.481714572986073,0,0,0,169274.0,56.0,0.9107141230867637,0.0,0.0,17.0,0.0,91.0,0.0,SBI,24,0,whitelist
19,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.5110854081804272,2.918295834054489,0,0,0,606011.0,61.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,,999,0,whitelist
18,1,0,0,2,3,0.16666657407412552,1,0,0,0,0,0,0,1,11,0,0,0,0,0.0,0,0,3.6835423624332306,3.4594316186372973,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
15,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,8,0,0,0,0,0.0,0,0,3.323231428797621,2.4056390622295662,0,0,0,153788.0,138.0,0.9855071749632481,1.0,0.0,12.0,1.0,46.0,1.0,,999,0,whitelist
31,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0,0,3.873235826376329,3.688721875540867,0,0,0,511332.0,436.0,0.027522935148556534,4.0,0.0,60.0,3.0,22.0,0.0,,999,0,whitelist
20,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,13,0,0,0,0,0.0,0,0,3.8841837197791893,3.334679141051595,0,0,0,110579.0,113.0,0.9911503547654553,0.0,0.0,18.0,1.0,52.0,0.0,,999,0,whitelist
24,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,17,0,0,0,0,0.0,0,0,3.8035088547976783,3.4992275471326924,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
27,1,2,0,2,2,0.07407404663924198,1,0,0,0,0,0,0,0,20,2,0,0,0,0.0,0,0,4.134336113194451,3.684183719779189,0,0,0,89677.0,79.0,0.03797467873738244,0.0,0.0,5.0,0.0,58.0,0.0,,999,0,whitelist
17,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.4548223999466057,3.1219280948873624,0,0,0,156253.0,112.0,0.9196427750318951,0.0,0.0,26.0,0.0,44.0,0.0,,999,0,whitelist
18,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.4613201402110083,2.6635327548042547,0,0,0,375748.0,378.0,0.23544972922090665,0.0,0.0,18.0,0.0,66.0,0.0,,999,0,whitelist
19,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.6421498816369042,3.188721875540867,0,0,0,304558.0,133.0,0.47368417491096426,2.0,1.0,83.0,2.0,57.0,0.0,NIC,26,0,whitelist
24,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,17,0,0,0,0,0.0,0,0,3.834962500721156,3.4548223999466057,0,0,0,185012.0,83.0,0.43373488750182077,0.0,0.0,9.0,2.0,4.0,0.0,,999,0,whitelist
12,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0,0,2.7516291673878226,1.9182958340544896,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
25,1,1,0,2,0,0.0,1,0,0,0,0,0,0,0,18,1,0,0,0,0.0,0,0,3.893660689688186,3.5032583347756456,0,0,0,74412.0,16.0,0.9999993750003906,0.0,0.0,4.0,1.0,55.0,0.0,NIC,22,0,whitelist
16,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0,0,3.5,3.169925001442312,0,0,0,276441.0,131.0,0.984732749257042,1.0,0.0,37.0,0.0,12.0,0.0,,999,0,whitelist
17,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.2639334294856335,2.9219280948873623,0,0,0,69948.0,49.0,0.8979590004165304,1.0,0.0,16.0,0.0,58.0,0.0,SBI,28,0,whitelist
21,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,14,0,0,0,0,0.0,0,0,3.27280432733462,2.8423709931771084,0,0,0,123350.0,259.0,0.7683397386741414,3.0,0.0,29.0,0.0,59.0,0.0,,999,0,whitelist
21,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,14,0,0,0,0,0.0,0,0,3.916126946588284,3.3787834934861753,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
19,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.326360407952694,2.918295834054489,0,0,1,25280.0,39.0,0.7435895529257556,1.0,0.0,14.0,0.0,29.0,1.0,Airtel,28,0,whitelist
13,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0,0,3.238901256602631,2.2516291673878226,0,0,0,100534.0,251.0,0.30677289614450615,0.0,0.0,3.0,0.0,43.0,1.0,SBI,26,0,whitelist
23,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,16,0,0,0,0,0.0,0,0,3.795088586397732,3.327819531114783,0,0,0,8025.0,31.0,0.06451610822061025,1.0,0.0,5.0,0.0,20.0,0.0,ICICI,22,0,whitelist
19,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.787143960698139,3.4182958340544896,0,0,0,620912.0,353.0,0.9688384994663315,0.0,0.0,35.0,2.0,61.0,0.0,SBI,28,0,whitelist
19,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.9321380397593746,3.4182958340544896,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
25,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,18,0,0,0,0,0.0,0,0,4.083856189774725,3.7254805569978675,0,0,0,259480.0,2653.0,0.9947229513956918,3.0,0.0,9.0,0.0,109.0,0.0,,999,0,whitelist
25,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,18,0,0,0,0,0.0,0,0,3.573660689688186,3.2810361125534233,0,0,0,54921.0,97.0,0.6391751918376091,1.0,0.0,9.0,1.0,16.0,0.0,SBI,32,0,whitelist
25,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,18,0,0,0,0,0.0,0,0,3.943465189601647,3.6835423624332306,0,0,0,63050.0,108.0,0.9722221322016544,1.0,0.0,16.0,0.0,129.0,0.0,,999,0,whitelist
18,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.5724312513221195,2.8453509366224368,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
17,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.616874605956222,3.3219280948873626,0,0,0,35590.0,55.0,0.690908965289279,2.0,0.0,12.0,0.0,7.0,0.0,,999,0,whitelist
20,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,13,0,0,0,0,0.0,0,0,3.8219280948873626,3.3927474104487847,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
21,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,14,0,0,0,0,0.0,0,0,3.7849418274376427,3.1820058147602133,0,0,0,4334.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,,999,0,whitelist
16,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0,0,3.577819531114783,3.169925001442312,0,0,0,5096.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,,999,0,whitelist
21,1,1,0,2,2,0.09523804988664292,1,0,0,0,0,0,0,0,14,1,0,0,0,0.0,0,0,4.106603137064474,3.6644977792004614,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
17,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.4548223999466057,2.9219280948873623,0,0,0,498799.0,239.0,0.21757321265384047,0.0,0.0,6.0,2.0,38.0,0.0,NIC,28,0,whitelist
15,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,8,0,0,0,0,0.0,0,0,3.1898980954642875,2.1556390622295662,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
24,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,17,0,0,0,0,0.0,0,0,3.8553885422075336,3.572469458770135,0,0,0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,999,0,whitelist
19,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,12,0,0,0,0,0.0,0,0,3.431623565847431,2.8553885422075336,0,0,0,37751.0,97.0,0.4329896460835416,2.0,0.0,23.0,1.0,26.0,0.0,Airtel,26,0,whitelist
30,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0,0,4.056564762130955,3.795088586397732,0,0,0,7309.0,5.0,0.9999980000040001,0.0,0.0,1.0,0.0,54.0,0.0,,999,0,whitelist
18,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0,0,3.5032583347756456,2.7321588913645702,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
21,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,14,0,0,0,0,0.0,0,0,3.6897037321995474,3.3787834934861753,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
23,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,16,0,0,0,0,0.0,0,0,3.9690016298759927,3.577819531114783,0,0,0,186896.0,235.0,0.987234000543234,1.0,0.0,37.0,0.0,52.0,0.0,,999,0,whitelist
17,1,0,0,2,3,0.1764704844291268,1,0,0,0,0,0,0,1,10,0,0,0,0,0.0,0,0,3.616874605956222,3.1219280948873624,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
30,1,0,0,2,0,0.0,1,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0,0,4.306890595608519,4.088779347361361,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
17,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0,0,3.616874605956222,2.9219280948873623,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,999,0,whitelist
35,2,0,0,2,0,0.0,2,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0,0,4.04716007463276,3.770942421748537,0,0,0,371278.0,432.0,0.7407407235939648,3.0,0.0,24.0,1.0,66.0,0.0,,999,0,whitelist
